user_id,item_id
11279964,168681351
138961180,98603220
56993964,305742819
103823974,37910916
17219776,128702084
42096946,35946273
62879735,384038335
42096946,120214329
138780010,401070714
135809553,188340393
50114359,283687321
12952941,316324532
42096946,23893034
120306985,75693482
138961180,243088323
28883723,260226898
115761083,64989800
56818905,192196843
47688515,173265632
50114359,229347739
29225615,121114529
42096946,395074329
134979525,338630082
18249259,80411699
12952941,401863214
42793246,125634399
109092473,100284729
121299887,336162847
44182382,291503193
54041681,303623649
112658053,137407767
58517586,314069950
46839347,80727711
132424760,69977335
113512469,61064707
113512469,150429306
47688515,183873984
121658987,240657308
132626507,286175221
134764464,320115575
122630648,334485827
137507730,329887367
116922407,1805007
111382789,261554871
113210000,126219377
112619968,95867699
42096946,306706132
112658053,239896170
104550352,360143307
29499215,391850817
61750058,67897568
13492065,280674759
56011760,98656648
17562880,213582398
5369231,394658338
131771456,403813216
42096946,129509881
105805055,216704309
137640381,205571401
26037919,70506159
128338662,311499944
58399743,217054155
117340109,14282215
12257382,185913169
18959614,108852248
115761083,269477241
112658053,307542920
112658053,1061648
12506484,287388185
26037919,83998781
117707223,263586939
41686678,385753960
135378246,154200932
61432703,337098384
42096946,400072608
136286592,190177818
121986074,215620055
33635794,68289678
132236660,381125638
25286173,278155255
135378246,180200233
42096946,257632907
58632405,164839096
42096946,196516706
50260039,251443481
54384458,116244095
56818905,382993678
132626507,57047804
4915814,186653415
14602569,153074730
36090836,189286725
19052485,343299064
110946571,147950706
10876284,368359382
126111855,95219572
109016093,398105124
107214401,329979495
135567210,28644360
110948224,202804844
42096946,347300442
3285586,123026700
27496280,86610821
4915814,343575787
13709817,299941043
12952941,12307439
42096946,70772681
18594472,361190274
58517586,231003176
42096946,249690939
17562880,66593498
135378246,21875449
50146084,242709260
112658053,220520698
128008896,137318721
59472933,115152156
11026029,88964509
12952941,96768188
135792408,290999637
135567210,147681344
100226515,250781249
135567210,312567052
63623282,244553557
32384032,319984203
132626507,59582657
53187338,94223723
12952941,139232361
25068286,294122948
132626507,104286227
141287867,94470453
2961442,267909918
12952941,239012007
132626507,179516225
132626507,297242296
29499215,77051146
109737327,150724185
135378246,400701289
135567210,198472080
137490870,38600045
132626507,281443615
161481,209171499
127919298,18189868
100422676,261916960
124675478,374557660
118524951,159337725
112141018,186834589
119178861,111615598
129285189,368250082
34792318,359916772
106346810,258826379
100422676,317399845
2171674,259819305
31182685,73233753
54041681,303563756
137507730,358788976
116631182,211666518
40165705,117547812
122645273,115296587
136286592,222767568
134116374,310599523
127367034,347887357
28557548,165389853
142014633,392406846
135374826,268183858
40849750,399757811
12952941,121894359
137490870,320821185
63623282,71364370
11594934,55807645
129446418,376150112
42096946,192410537
127919298,323349755
124900136,368870511
132626507,11685888
20758953,21836842
112141018,33069267
136286592,51472776
112141018,31193281
21150501,283810029
54860714,104492596
120306985,269081751
22726524,272369633
138709606,386751326
48967362,68940123
20501826,344294537
1591612,36907872
112200367,261577786
135567210,78957582
126920490,148207499
132626507,24376695
28557548,10963574
37020122,349757910
117199100,165999446
46312028,191638063
48362340,118448109
19170635,300930741
28557548,1696120
53961920,158824352
135200142,283700887
23840266,15194176
50783368,205542738
40406632,324232322
5683394,262027557
38026943,253800192
132626507,140610787
136286592,356686046
11594934,144053049
40528453,319719400
115856090,250568332
137856687,359878214
40528453,24106739
109737327,89894116
2854798,257727704
104165455,399971970
161481,130656012
24186535,95889991
59520279,209497906
23246977,74146639
42096946,386923481
19402409,4312900
132626507,219479376
136286592,382008047
11366706,314633261
43858937,123430077
132236660,151793480
135809553,292173570
12626139,185724893
21150501,327378015
27496280,172658863
142191573,277149740
2854798,183548496
18488008,163689973
110946571,165101425
45069500,192219540
111311287,344702101
134116374,167063158
5683394,87433281
50146084,369875217
138560071,100530226
122132057,291689553
161481,46870795
42793246,77414788
26926537,35161881
61432703,295094478
17562880,392337274
137507730,236303333
5369231,36641963
142159824,179625206
112631605,206607870
57269349,42730171
112658053,49276500
25609192,135038181
17171257,223441580
136286592,341533485
3285586,364060819
37100390,114936116
13773861,121716939
23730268,237583921
62622437,167766671
121575080,403327701
54007481,372291094
131856122,305340269
131856122,244288893
131856122,92695700
50805790,70291150
50114359,183038900
134116374,293229160
31182685,332581378
126920490,308733158
44142824,273532679
100724935,289562674
23209081,45976718
124166879,151912815
121262927,242850512
132626507,372827713
21624663,50595234
123265349,64269783
135567210,198438891
18959614,61535141
139777963,395568949
139060891,294750247
61432703,222415521
113210000,117811024
40528453,161696840
12952941,187720633
32079118,23362852
132626507,11492957
139274689,47904066
37882238,303679247
51737018,224472416
27317801,275199686
12952941,310341265
117340109,174097336
61432703,56593125
124956647,159219622
42096946,35171962
42096946,225463772
43484740,88769
109554732,349416845
34085107,294614743
2048794,252564781
29235785,139744584
37100390,399051184
51737018,177629617
63220007,229076252
140733671,133613056
134099205,140269020
32679361,135707416
27317801,68820487
135378246,379249019
23730268,297853261
48790890,135060494
124166879,290364247
110067667,289330031
107143838,318124149
122645273,346551228
128369466,254407412
61432703,215191302
114121814,200919299
18959614,89867174
16077718,369717183
61432703,181930245
54614978,195619344
37928819,144665944
113579729,330674301
22716240,392815586
5708087,249026377
14077323,243247357
6270956,274921888
134327445,94117885
58334364,132601022
135567210,263346627
124956647,168437879
135378246,133073301
42991288,380480240
12952941,322741467
23579299,148430748
110961790,276237060
10820115,98195170
3285586,284393062
2854798,125518814
56818905,125153280
56269254,56659837
32339254,6571553
59683491,34686457
126376929,116212666
61432703,367006414
18488008,268865942
17562880,375360011
42096946,5577451
138961180,284608420
20462589,49483732
17562880,389880109
40528453,112501186
12952941,195290669
61432703,221058293
48195330,215402213
135567210,216916207
26633944,101223894
1884205,194307524
128441868,276316706
24186535,147274225
54594113,343646760
139750147,309265105
62263166,22181492
56993964,308089680
110067667,176012436
18959614,46655123
26037919,155302538
4498439,74977824
132626507,299440985
128441868,123705616
127367034,268885206
11366706,233101284
109092473,343257455
141287867,296607838
56387085,199106446
121055447,238662769
122132057,317459368
104597596,46031989
4320107,28837902
12506484,317247542
12952941,254429075
35482754,307600160
122357858,242725915
2854798,297886807
45077390,83568742
54594113,40554502
53667812,128267492
3285586,304524013
54007481,335779222
135809553,24420702
10129914,249618450
45850880,335266981
2854798,218415196
126057399,204591256
40528453,66985938
103582819,190639367
107447408,328689347
134116374,242125236
27795908,8747111
135567210,369396275
103823974,131120022
103823974,316196236
103823974,287907105
103823974,276596024
103823974,191709394
54041681,318998535
28557548,58266975
61432703,53382385
60064811,283504687
104900356,108771067
136286592,115214235
19950899,84853331
12952941,198947644
100184380,39714795
122132057,303205878
104009491,346745416
113579729,400162878
122802170,153433816
137758701,304333357
22726524,160306894
53187338,171991681
38511479,310796239
114241355,300659355
2437852,310589979
21624663,134514561
116968292,266743610
57460275,331212270
45470234,245653434
107447408,403434589
20612499,401410730
132506225,332946844
43484740,222614344
132626507,351696515
107143838,156417717
20612499,115992351
110883802,309020623
103490614,79590796
111793402,194109891
17562880,89075900
135567210,109460438
135567210,172837055
61432703,51734688
110701894,125855196
135378246,372797306
127367034,230542910
127367034,281251986
110883802,30033201
127414902,205442734
115669976,187864672
24186535,315598734
17447548,382071536
24472810,366516190
113010458,86463202
16077718,261792784
36656480,63093626
36656480,31123422
102434308,72143078
116909354,254026670
121055447,390181058
17496544,285833653
5708087,298172271
53976869,43508009
18488008,382134731
136286592,159396014
122132057,401112094
30009492,196793876
110961790,355426498
30591498,220401889
33635794,94474707
46312028,5868986
122924162,380772454
17562880,150001246
3313048,149387006
100171465,282381791
135567210,148189010
55780028,135494766
132626507,231718096
51541987,139674520
2961442,351334128
130797629,194103506
48362340,207293773
115669976,304554880
42793246,330687918
121010711,2422218
19950899,214033234
106960781,328874301
116633690,13551098
115537643,244354451
100397503,43249679
3408454,309906509
18594472,146230850
137758701,222559857
103210150,186963878
17465512,337991080
118733970,134877587
138961180,5034127
54041681,146662167
54041681,339102108
18594472,104202558
131045093,86616848
109092473,304417285
63051743,85617412
135249894,39554131
112201231,305849282
3408454,25509842
57460275,232458547
45754757,6575553
135944085,288901291
135378246,218735110
5257922,370366552
4087217,108659625
64509513,388477074
18959614,157456232
132626507,183562502
50805790,127342263
58165245,125695683
5027015,262178796
106346810,356374095
54041681,156394710
105026093,211368631
22380591,396698613
51737018,292051611
120430102,238390216
48967362,311913498
64422168,277566386
44691722,31258704
25295611,112263922
130797629,192716051
53029436,313263267
12952941,26412244
39066596,57645647
123839396,173802353
447828,206016051
40528453,361357012
114278486,13561180
13709817,56872257
19402409,319064186
142014633,365217992
103490614,300814663
127367034,203474800
34421464,237908618
32339254,296529716
32307529,118576119
100422676,175957404
30591498,275744491
127414902,196798986
34710466,43724998
20268138,143263044
135567210,206939541
122645273,33222349
4365869,85034392
59556336,157378005
115537643,40806602
64019348,242959465
16974739,167183747
140342846,168295469
140342846,196425668
28883723,13504495
115537643,391425064
3408454,22565309
124676570,347023376
114278486,234811391
24186535,47453219
42793246,332975970
23730268,362544821
4957823,204764748
51737018,25158438
34756237,131904115
29181941,354027641
132626507,48267628
106166372,52755798
17307610,245722937
23730268,74679263
119598153,222647092
60196916,64007538
53187338,13908477
136286592,377941675
41944078,299178766
12215373,380828034
135894801,233678245
19371422,285938503
23579299,370373738
16077718,48682867
10692996,269976923
47688515,61764850
106778951,303025867
107264414,274520757
126111855,224049950
18444517,177231251
64043492,106945218
133149785,404069804
2048794,349017358
64043492,291519708
140318987,341161365
135378246,19299621
121326560,112539312
11183940,43804991
39759851,16008761
53091371,295303738
53091371,260475256
17562880,397385654
32384032,31422130
120414076,156995559
135249894,144836480
121655690,58940759
136592694,305399617
56596275,44955744
46539368,32544352
132626507,5528434
60064811,80160341
140318987,249966358
128369466,28972737
127414902,232132288
53091371,264893244
5683394,380529852
5854907,5461554
135567210,33836737
135567210,298096913
135567210,256025991
54594113,228376637
35520386,281214205
16077718,80304987
105315608,31073638
25286173,330209848
115537643,250430233
46312028,120428365
135567210,56262444
131771456,104620822
134998335,11372526
140342846,104188496
42793246,324456403
135567210,346516809
50351854,366320763
25484785,290040967
20501826,17641568
59165397,106961622
112518838,371150215
27460736,17220659
110883802,293003214
17562880,179176636
121658987,204317759
10820115,303788543
113637206,353812729
140863667,360827124
117898836,322380855
317091,28952773
103582819,104794920
135567210,329903657
54581027,30689144
103823974,200237852
103823974,298876409
103823974,147838679
134651340,359491320
131856122,58774133
11594934,55559718
23749054,299809379
24360931,181797452
37100390,337470852
50936650,376180369
110329285,117094879
117707223,344609145
46409942,200553858
127122129,315643365
35520386,184803032
26491468,22565309
5525891,3920363
16195777,203279185
122763845,376905377
104010721,169906652
112141018,239817985
135567210,23384815
135567210,272484901
48362340,154168523
44142824,280668731
114278486,318551740
102506116,119439995
135567210,177729634
61432703,355194157
17448412,374880559
60956726,341849097
134116374,330667982
136286592,396351064
28178051,249403460
17479444,123549372
33379249,344669353
114099881,342049652
45978971,181668017
35687702,282734411
115537643,103011981
13752315,354543843
52392671,232951111
5708087,26221098
138961180,300455857
124675478,331422928
18594472,2823783
49711251,123974875
15033334,6795748
135809553,202135649
4968401,66804201
